y9oiObBNpk8,4.81285758336,2.01776686632,0,129
y9FnMgMXnPs,3.21377301049,1.19237917951,73,25
y9nMl6TzscY,3.32926726424,1.46821438206,572,38
y98c7wuOS4A,3.43227722429,1.28378017249,161,34
y9y6J6VDcIc,3.35142762867,2.35680229875,368,122
y9ZP40MVepk,4.23899408373,1.88030016432,53,87
3LKyh8A9j34,3.74141402441,2.0211738598,0,86
3LdinY5kaAA,3.17537548697,1.83230922387,84,125
3Lk632Up4_o,2.50055890362,1.56988009071,683,17
3LsC2I4ssrk,3.43735332764,1.61315193233,48,47
3LEv7SLiHz8,4.16775687189,2.1584842224,1,265
3aAo_fP3LkM,3.13109974161,1.06950113399,0,12
3a0IMRLux-c,2.90246387869,1.94742420887,592,10
3alN3N4wBWA,4.27151660608,1.65882127861,161,101
3agaU3xmQhU,3.41562318496,1.61458930169,52,134
3a_GuPQkstg,3.87249714759,1.55091208775,45,58
3amMI0AJq1s,4.11843696621,1.90525171176,26,190
DaVpxdKYzBY,3.7768097624,1.97231701599,140,50
DaRzzHBzNAE,3.97118011962,2.22465653025,177,153
Da-ikJiupG4,2.9511885936,1.16572098101,0,11
DaHC7ITfIDQ,3.40412751798,1.43268231122,291,30
DaWTmf-q_no,3.57795372743,1.72865108766,26,35
DaRJXX0nzm4,3.13441971466,1.23923477139,8,14
2W7XVRiu6ds,3.62656091222,2.02472461612,35,148
2W4bNvU5o1Y,3.76810845685,1.62479688401,128,53
2WgxUjTNwiw,3.69729412134,1.6463169358,272,53
zcuPHOCGNN4,3.83432964776,2.15056844108,21,255
zcyG958Faxg,3.64900707082,1.33752196326,0,34
zcbcC7s0Bec,3.44874111144,1.2014656885,112,36
zcivj-1mrLs,4.5887076581,1.59213062545,100,70
zcot-m15dqA,2.85990002438,0.998116551463,48,13
zcyY1YO7QA0,2.82651328933,1.84474122695,371,37
zcxvzs4c7f4,2.97078708046,1.32186758754,267,17
zcN7npdp4Y4,3.50715983834,1.37439594651,96,28
zcg4HpLA0DQ,1.0,0.0,718,0
x9jOZCsqmF4,2.66515067795,2.06010082326,519,32
x9NIBGojN3w,2.57061247628,1.56721938954,653,11
x9bIctNG9Sk,4.06790292665,1.9297902209,21,172
x98U6RbBo6s,2.9278438944,1.4190151137,483,36
x9SMbSYucdc,3.55948052305,1.63166699966,89,116
y_bSlDZUNMY,3.10457006862,1.30577595829,276,17
y_CRCmjC5TY,3.92933231472,1.90835497967,338,28
y_hQgKs0F2Q,3.5267125052,1.82102026901,225,46
y_3ss8GsSlo,4.43609684895,1.97798621515,183,82
y_wJMu4Htq0,3.42787742907,1.43836494456,127,93
y_alBrArkfI,3.42829550537,2.02299544683,255,69
y_WV3PRensE,4.03216524208,1.39759174835,135,30
y_LRkDsIHmM,3.56506779504,1.6049047964,29,62
ySuaZ7p57zU,3.32608598004,1.31959769181,9,62
ySh_bwD_3WU,2.43212134812,1.0082625569,13,6
ySgYAZ2RPO8,3.36966521671,1.20212853562,0,11
yS6iak5fvCc,3.25385881792,2.10720004767,1,205
xccamQ3aQzs,4.45101534649,1.85649511757,54,68
xckC70qqAxE,4.42953207925,1.83652492381,1,97
xceXzaHjL7k,3.50495723576,1.81338738019,7,164
xcVOZKmVc0A,2.52920712626,1.09548000077,512,23
xcncpH1vpPY,3.41246669768,1.87011542616,378,57
xcRZTVkkflQ,3.62197864346,1.79663027668,34,137
HbjxWqhIygE,3.86325960667,1.94980257032,12,100
HbBDCMeubzM,3.06792172054,2.20493891594,503,37
Hbaajd0oY54,3.39827506597,1.38220198115,75,54
HbuI1MOLizE,4.55379172571,2.08316748432,16,179
HbyyIjss13w,4.07644558126,2.11033341136,151,130
Hbnhusw8rRA,3.97150032352,1.52678182831,44,45
HbHByELK-Hc,2.94581845297,1.56041988568,315,77
Qt0BF6eVcro,3.81154356667,1.84591425131,58,113
Qtv-avXll1U,3.24386569148,1.0497368501,201,9
Qt1FVaSovTE,2.62575005823,1.32577062562,11,3
QtX5ijRo1rw,3.20836694428,1.6536733624,3,31
QtKZjbZgWA4,4.48575721881,2.29266378238,7,229
Qtu1jzcfoqw,3.68667002451,1.66607532671,1,97
QtUYaU7YzNk,3.53497546809,2.32990021071,453,82
2OPWMPOPdEM,3.31666813053,1.46976988387,13,59
2Os4817Bv6E,3.5518848605,2.01977651394,280,112
2OTZtsQl6yI,2.64703652016,1.16140527931,359,16
2OHI3nKzh_k,2.14713643123,0.856276713217,107,27
2ObFyH_CiCU,3.55961451625,1.76274589184,0,72
2OLpmi80bIQ,3.41325043802,1.32085882824,0,9
2OhlBuR8WQE,3.60319730183,1.74085148557,106,126
2O1mTElf-8w,2.89012293921,1.46606788648,631,4
3DpnOq9-KYw,3.44001645178,1.9544727304,342,47
3DADoLVuu9c,3.73139499291,1.40835026264,82,36
3DAnXUVv_6o,3.3715024052,1.43950035312,159,20
3Dgcuw2RaO0,3.0970869869,1.60707673963,375,29
3DQ7jZnWNr8,3.61998873483,1.69951326487,4,117
3Dj_N4JO9BY,3.91817620888,1.91073977031,147,66
3Dr30nu9f3g,3.83010771423,1.39684970037,58,76
TbWdch5W6RU,3.95401225458,1.14638052061,5,29
TbMUe9jg_38,3.83137932503,1.12070249644,0,12
Tb4_YyJy59M,3.55877028656,1.61416575204,8,102
TblmFAeLxuw,3.46202567588,0.872460019402,0,24
TbHlRJk_gpA,3.68495502274,1.61903737613,46,101
TbSyhZOEH-w,3.42755292105,1.49745629174,31,122
Tb7qiuMnoSA,3.19151726864,2.10800039688,411,86
hEjn8HLY0bY,1.8740925074,1.59680797297,630,12
hEOawAb6oac,3.97195054457,2.26411780169,135,170
hECtMRqYwDk,3.38150368085,1.42032981063,340,24
hEhTkjxlTSg,4.38684392645,2.46356080047,191,170
DE8TNnPlrzY,4.06464427191,1.92443163703,0,115
DE0FZlRFb5c,1.0,0.0,713,0
LKnrCmuSWBA,1.0,0.0,715,0
LKuP_UdFzqI,3.64952845861,1.54903187768,2,58
LKVe7k3TIZw,3.59556019837,1.07370944746,14,16
LKYGptwaafQ,3.27754644015,1.67196035169,179,26
LKv1Nc-1RwI,3.53368183381,1.89038924841,225,128
LKb6CSUIqpk,4.04325869711,2.13447740185,45,239
LKwmid8-kPA,3.53601187986,1.13509098344,15,13
LKO9WTngqx8,2.04128629147,1.30129714853,647,8
3ACUEltXCD4,3.27938647537,1.37066698026,0,34
3ATUdhaktp0,4.27769928016,1.76869293964,5,81
3A6F7uLicvU,4.14997915161,1.75731437039,11,79
3AoAYbmKzUc,4.25246095803,1.82668450514,2,54
3AQbgXYeM_4,3.11472911236,1.5468172861,194,28
3AZRkzVn2Vg,3.87445582742,2.03310630703,36,152
3AV0na1QUks,3.07137489937,2.37959583437,527,65
3A4gF9lQPiM,3.95224438283,1.95656069135,93,107
3AEih0x5oLw,3.93249094452,1.92986785106,245,91
r6U-BDf4cTo,3.67186243764,1.75271554048,220,79
r6r90Z8vvJ0,3.67778526361,1.86271532725,0,79
r6t5qoQMO9M,3.78481891987,2.03786312653,544,35
r64EdPZbgEI,3.46721452125,1.56238777699,166,74
r66IhpTMgT0,3.79254045759,1.86164266936,161,124
ZCzZervDZAI,3.9923332851,1.94633368647,0,56
ZCGouckaxiE,3.78118242873,1.83457874607,122,64
ZCQbSVJ920E,3.25627810722,2.22162587637,422,83
8OFVO_Je3YM,3.17409106124,1.06650794467,15,5
8OfqR7vyLDY,3.78895064991,1.62637490072,37,125
8Ot_mUHFXoQ,3.89827731227,1.67472872181,2,18
8OmExa4ItS8,3.3164665401,1.37960151848,26,45
8Ojmhm3Aqkw,3.4464974216,1.47872582966,120,54
8OXl_e0T9U4,4.72727267766,2.20366029296,132,178
yX40W9NgDSs,2.51258355926,1.07531488748,380,18
yXqJWa6ADeM,3.21793004037,1.40467301785,6,49
yXazfxHjzqw,4.99443008544,1.90201457359,148,82
yXcgtGqB3rM,3.52437971328,1.40923512494,0,50
yXge3u3oK2s,3.45615203439,1.72599193697,2,54
yX-BMXQuKBo,3.1007548347,1.3509902595,150,64
NdD5AhGpOqc,2.94036166281,1.2019132504,0,13
Ndb1wU0Svsk,3.29033132989,2.24344872,137,296
NdtH9rpS0-A,3.22765413012,1.6077646545,288,25
Nd1kK-02OQw,3.69403019312,1.4642708934,484,24
NdE1WfzQ5io,3.63349496302,2.15257349354,111,157
NdWgdNqN5P0,3.70479663884,1.75330072743,132,61
NdOZ_jntRvo,3.21745465327,1.51571566352,400,19
NdZPLLsM8r0,3.59127526724,1.8086281898,1,61
LJLU-x-Nh1U,4.29881822217,2.02737143393,37,131
LJDUpxzoMVg,3.47976627345,2.10218127399,110,192
LJApw51t-U4,3.36982116071,1.48868220324,273,36
LJBjvcYSnPM,0,0,719,0
LJOBhsrpSU0,3.58757667129,1.5538630912,0,54
LJS-5eECDFc,3.79911949167,2.13268508595,643,22
LJ3BwaI4B-8,3.38416288152,1.4081547081,0,12
2KfEBsat-GM,3.17217544416,1.46285115193,435,61
2KhvHfrWCPc,4.19563956318,1.86003350196,10,96
2KfTlUCo-as,3.92899999206,1.88859955142,48,177
2KzjA-0hiUo,3.73458859676,1.97638140167,247,80
2K9WOgmPGEE,1.4798194812,0.586567802128,560,7
-dw4nMZdEhU,3.96261566652,1.88200806329,0,82
-dtNQTPrfp0,3.59549896152,1.8439588894,72,66
-dJ7-HGSbVg,3.5583052413,1.26478623271,6,20
-d2CjavfQDI,4.06169270078,1.72646598269,41,91
02vKM9C00-o,3.04196779191,0.995093527234,5,43
02befAMwXIw,3.54601865324,2.08729111203,144,98
02ZJHJcs7Gk,4.46074664246,1.71528422831,1,32
02uWYDj-lcI,3.63927549325,1.56613862081,352,38
029I-T-oJfw,3.96239909142,1.93588994533,14,126
-N4-QxLV2gQ,3.59673536591,2.28552003293,295,133
-NVNszbj6Lk,3.78778979392,1.71153058645,58,96
-NHnosRvYzU,3.72725898423,2.0325821842,0,114
-NESmHTSFio,2.95467819052,1.57342541021,297,33
-NQEsJI05Fc,4.15341081657,1.91777654496,151,85
-NWif1ylm18,3.2091195656,1.45699494374,103,56
Yn8PHx-UBWI,3.74464689621,2.45688798274,596,46
YnYj5XMQtg8,3.86530602271,2.00242995454,105,128
YnKWAwP3iwc,3.19571504235,1.71813007131,54,92
YnxsuZUmcu4,3.82888856221,1.41262273293,17,35
ZZqSXvKFT2o,4.08144194358,2.1544499285,70,158
ZZ3UhMCyxCM,3.8465568258,1.94840693285,126,151
ZZDiE1oOhnM,3.63455227906,1.76326852899,12,48
ZZ5l8GZ4154,3.20669314703,1.6721263154,0,71
ZZM1hUe3Q2I,3.02035071832,1.24993229707,32,40
ZZGxCu3VcLQ,3.68599597776,1.82347033397,108,214
rHeS_vymtME,2.86209732395,1.58700688854,376,10
rHznV27UTXE,3.8843058834,1.55413780867,207,84
rHrKdziflIY,3.71086086656,1.5698409577,141,43
rHmpDCrU4O8,3.79039096643,2.08593189151,16,136
rHp_B8DA_88,3.52038857043,1.95767541235,98,62
rHVt7JFP1RA,4.04865053559,2.08450644307,63,179
rHCgd4uvCmU,3.50086739481,1.49596742026,116,48
xwvIjsCmUpI,2.74083011338,1.06614573784,0,10
xw60w1fMTzU,3.85995719554,1.77788197896,4,96
xwKSCmlg0EA,4.6004477417,1.56610673244,77,21
xw88Fi5etcA,3.32776627965,1.91959186251,371,83
xwsUGLE84uA,3.71838039297,1.11721580912,0,9
UNK0aYWIqCU,3.79056905298,1.7077731715,0,44
UNtOcw1vXLU,3.54786980304,1.28031501883,280,23
UNMRzu1yWKI,3.39906152777,1.02407677234,82,35
UNd5hqjVYJA,1.10690054427,0.264581976854,680,4
UN0JbxsTYKY,3.70503301758,1.9578481486,207,113
0E7qHzvEuyU,3.99795748516,2.13265406118,211,108
